1403637133.788319 -0.009440 -0.016548 0.055863 0.804826 0.062629 0.585201 -0.076633
1403637133.888319 -0.009166 -0.020725 0.093134 0.809503 0.059218 0.579366 -0.074382
1403637133.988319 -0.007263 -0.023548 0.149333 0.813399 0.060982 0.573107 -0.078810
1403637134.088319 -0.005542 -0.025324 0.213974 0.813779 0.065416 0.572213 -0.077823
1403637134.188319 -0.002898 -0.025972 0.279291 0.813331 0.066988 0.574001 -0.067294
1403637134.288319 -0.000791 -0.025077 0.340179 0.805720 0.066826 0.585272 -0.061692
1403637134.388319 -0.000869 -0.024965 0.384828 0.793779 0.067061 0.601048 -0.064481
1403637134.488319 0.000438 -0.024325 0.403404 0.787502 0.059556 0.609507 -0.069252
1403637134.588319 0.003460 -0.024919 0.389699 0.789290 0.054697 0.607657 -0.069147
1403637134.688319 0.007585 -0.028568 0.344234 0.796077 0.057603 0.599002 -0.064341
1403637134.788319 0.014510 -0.031317 0.273412 0.809070 0.061693 0.581026 -0.063314
1403637134.888319 0.013718 -0.033451 0.196436 0.823587 0.060940 0.560136 -0.065103
1403637134.988319 0.009606 -0.034293 0.129385 0.832777 0.056930 0.546131 -0.070592
1403637135.088319 0.003499 -0.038883 0.083074 0.835146 0.050567 0.543434 -0.068215
1403637135.188319 -0.001128 -0.042160 0.058355 0.838977 0.051578 0.537977 -0.063538
1403637135.288319 -0.005198 -0.044662 0.068501 0.847735 0.048915 0.525383 -0.054085
1403637135.388319 -0.003755 -0.046661 0.121271 0.847426 0.044429 0.527060 -0.045848
1403637135.488319 -0.000049 -0.048772 0.199326 0.835785 0.045296 0.545904 -0.037423
1403637135.588319 0.005825 -0.047720 0.286697 0.822530 0.046824 0.565953 -0.030812
1403637135.688319 0.010232 -0.046561 0.370873 0.810229 0.042361 0.584002 -0.026010
1403637135.788319 0.013442 -0.043757 0.437622 0.800577 0.036082 0.597310 -0.031542
1403637135.888319 0.015855 -0.043110 0.472165 0.795828 0.030850 0.603734 -0.034808
1403637135.988319 0.019537 -0.043000 0.464399 0.797272 0.029366 0.601849 -0.035689
1403637136.088319 0.023100 -0.041530 0.418021 0.802317 0.032525 0.595054 -0.033774
1403637136.188319 0.025699 -0.040256 0.343038 0.810246 0.034406 0.584371 -0.028777
1403637136.288319 0.024267 -0.038650 0.258300 0.822883 0.034691 0.566522 -0.026720
1403637136.388319 0.018402 -0.038711 0.178295 0.837109 0.033977 0.545256 -0.028116
1403637136.488319 0.009684 -0.039616 0.115498 0.848997 0.032768 0.526217 -0.035023
1403637136.588319 0.004507 -0.041481 0.086091 0.855307 0.031608 0.515495 -0.041430
1403637136.688319 0.003281 -0.043148 0.097034 0.857676 0.035112 0.511442 -0.039818
1403637136.788319 0.004377 -0.042882 0.153872 0.856314 0.035508 0.513662 -0.040221
1403637136.888319 0.006333 -0.043569 0.240384 0.846629 0.037314 0.529424 -0.039212
1403637136.988319 0.010377 -0.045858 0.338379 0.833620 0.033732 0.550289 -0.033495
1403637137.088319 0.012025 -0.048705 0.426943 0.819739 0.023796 0.571546 -0.028232
1403637137.188319 0.013339 -0.047961 0.486026 0.807331 0.015605 0.588745 -0.036779
1403637137.288319 0.016184 -0.049814 0.503313 0.800419 0.017221 0.597809 -0.040706
1403637137.388319 0.019965 -0.051114 0.478392 0.797278 0.019761 0.601902 -0.040874
1403637137.488319 0.024654 -0.050306 0.418360 0.800342 0.023885 0.597652 -0.041160
1403637137.588319 0.026050 -0.048211 0.336585 0.811751 0.031397 0.582181 -0.033771
1403637137.688319 0.024746 -0.046172 0.246572 0.828144 0.033620 0.558938 -0.025208
1403637137.788319 0.018189 -0.043162 0.164745 0.841034 0.033601 0.539172 -0.028750
1403637137.888319 0.007880 -0.041665 0.105123 0.849485 0.036878 0.525114 -0.035637
1403637137.988319 0.000802 -0.044080 0.080088 0.858059 0.040818 0.510739 -0.034842
1403637138.088319 -0.000458 -0.047660 0.103720 0.863796 0.040340 0.500924 -0.036120
1403637138.188319 0.003850 -0.051766 0.171857 0.858576 0.046759 0.509141 -0.037910
1403637138.288319 0.009139 -0.058202 0.267756 0.843528 0.052595 0.533936 -0.024636
1403637138.388319 0.015051 -0.057342 0.365561 0.824055 0.046646 0.564248 -0.019510
1403637138.488319 0.017056 -0.056055 0.444957 0.806547 0.038554 0.589769 -0.012959
1403637138.588319 0.017735 -0.054883 0.486213 0.795833 0.033426 0.604475 -0.011984
1403637138.688319 0.020202 -0.055070 0.484061 0.792934 0.031937 0.608285 -0.015024
1403637138.788319 0.026067 -0.055299 0.440024 0.797154 0.029621 0.602717 -0.020021
1403637138.888319 0.034293 -0.055253 0.365140 0.806688 0.027442 0.590010 -0.019721
1403637138.988319 0.039749 -0.053760 0.276616 0.815726 0.029013 0.577055 -0.027496
1403637139.088319 0.042751 -0.049862 0.191017 0.821870 0.029328 0.567338 -0.042404
1403637139.188319 0.042572 -0.044430 0.118773 0.826568 0.030665 0.559567 -0.052252
1403637139.288319 0.042500 -0.039523 0.066996 0.828603 0.034393 0.556004 -0.055617
1403637139.388319 0.045664 -0.038065 0.038234 0.829146 0.039964 0.554875 -0.055089
1403637139.488319 0.048859 -0.037279 0.024599 0.827360 0.048043 0.556349 -0.060362
1403637139.588319 0.049932 -0.035214 0.016153 0.823814 0.051352 0.560750 -0.065217
1403637139.688319 0.051939 -0.032117 0.009854 0.820122 0.055117 0.565808 -0.064978
1403637139.788319 0.052606 -0.032396 0.001200 0.818615 0.057677 0.567566 -0.066412
1403637139.888319 0.052270 -0.034788 -0.002052 0.812806 0.055159 0.575807 -0.068919
1403637139.988319 0.050616 -0.037219 -0.003852 0.808023 0.047719 0.583074 -0.069620
1403637140.088319 0.046710 -0.040140 -0.002622 0.802156 0.040225 0.591900 -0.067688
1403637140.188319 0.043496 -0.042338 -0.001193 0.797004 0.035487 0.599355 -0.065567
1403637140.288319 0.042903 -0.044984 -0.002532 0.798034 0.032647 0.598408 -0.063120
1403637140.388319 0.042919 -0.045542 -0.003229 0.797706 0.029634 0.598725 -0.065686
1403637140.488319 0.042768 -0.045392 -0.003192 0.797771 0.029394 0.598650 -0.065694
1403637140.588319 0.042637 -0.045065 -0.003183 0.797819 0.028527 0.598527 -0.066605
1403637140.688319 0.042616 -0.045017 -0.003154 0.797878 0.028533 0.598436 -0.066724
1403637140.788319 0.042562 -0.045046 -0.003076 0.797960 0.028578 0.598326 -0.066701
1403637140.888319 0.042542 -0.045037 -0.003026 0.798041 0.028423 0.598231 -0.066657
1403637140.988319 0.042524 -0.045021 -0.003038 0.798089 0.028397 0.598176 -0.066584
1403637141.088319 0.042507 -0.045044 -0.003011 0.798142 0.028332 0.598113 -0.066537
1403637141.188319 0.042475 -0.045074 -0.002955 0.798205 0.028304 0.598038 -0.066476
1403637141.288319 0.042460 -0.045089 -0.002928 0.798248 0.028319 0.597987 -0.066399
1403637141.388319 0.042455 -0.045067 -0.002905 0.798303 0.028302 0.597921 -0.066354
1403637141.488319 0.042476 -0.045071 -0.002900 0.798350 0.028270 0.597863 -0.066313
1403637141.588319 0.042475 -0.045047 -0.002867 0.798404 0.028241 0.597801 -0.066240
1403637141.688319 0.042481 -0.045038 -0.002867 0.798450 0.028137 0.597742 -0.066262
1403637141.788319 0.042457 -0.045048 -0.002838 0.798505 0.028164 0.597671 -0.066226
1403637141.888319 0.042448 -0.045064 -0.002809 0.798551 0.028154 0.597617 -0.066170
1403637141.988319 0.042472 -0.045044 -0.002799 0.798587 0.028094 0.597569 -0.066189
1403637142.088319 0.042433 -0.045086 -0.002778 0.798627 0.028103 0.597519 -0.066155
1403637142.188319 0.042454 -0.045078 -0.002789 0.798649 0.028094 0.597493 -0.066125
1403637142.288319 0.042434 -0.045008 -0.002769 0.798686 0.028048 0.597445 -0.066128
1403637142.388319 0.042419 -0.045060 -0.002766 0.798730 0.028077 0.597391 -0.066075
1403637142.488319 0.042478 -0.045014 -0.002795 0.798760 0.028041 0.597346 -0.066142
1403637142.588319 0.042450 -0.045028 -0.002802 0.798770 0.028032 0.597332 -0.066152
1403637142.688319 0.042430 -0.045032 -0.002774 0.798823 0.028042 0.597262 -0.066129
1403637142.788319 0.042445 -0.045049 -0.002753 0.798871 0.027972 0.597202 -0.066125
1403637142.888319 0.042342 -0.045035 -0.002730 0.798896 0.027941 0.597176 -0.066072
1403637142.988319 0.042288 -0.045035 -0.002733 0.798928 0.027913 0.597131 -0.066111
1403637143.088319 0.042289 -0.045105 -0.002704 0.798974 0.027888 0.597071 -0.066099
1403637143.188319 0.042277 -0.045054 -0.002691 0.799006 0.027879 0.597034 -0.066052
1403637143.288319 0.042278 -0.045063 -0.002693 0.799030 0.027850 0.597006 -0.066028
1403637143.388319 0.042322 -0.045088 -0.002713 0.799061 0.027857 0.596964 -0.066021
1403637143.488319 0.042351 -0.045076 -0.002730 0.799064 0.027800 0.596966 -0.065994
1403637143.588319 0.042355 -0.045072 -0.002712 0.799077 0.027785 0.596954 -0.065948
1403637143.688319 0.042362 -0.045050 -0.002747 0.799139 0.027756 0.596875 -0.065931
1403637143.788319 0.042360 -0.045020 -0.002752 0.799132 0.027729 0.596890 -0.065887
1403637143.888319 0.042347 -0.045036 -0.002749 0.799167 0.027718 0.596843 -0.065895
1403637143.988319 0.042312 -0.045010 -0.002771 0.799173 0.027964 0.596806 -0.066053
1403637144.088319 0.042243 -0.044996 -0.002774 0.799163 0.027864 0.596827 -0.066018
1403637144.188319 0.042210 -0.045046 -0.002804 0.799205 0.027692 0.596793 -0.065897
1403637144.288319 0.042200 -0.045034 -0.002855 0.799227 0.027633 0.596751 -0.066035
1403637144.388319 0.042174 -0.044961 -0.002863 0.799112 0.027623 0.596897 -0.066117
1403637144.488319 0.042207 -0.045005 -0.002881 0.799051 0.027759 0.596949 -0.066323
1403637144.588319 0.042180 -0.045039 -0.002887 0.799159 0.027430 0.596854 -0.066016
1403637144.688319 0.042226 -0.045059 -0.002915 0.799151 0.027503 0.596844 -0.066175
1403637144.788319 0.042287 -0.044991 -0.002929 0.799064 0.027619 0.596946 -0.066258
1403637144.888319 0.042312 -0.044903 -0.002902 0.799074 0.027733 0.596916 -0.066349
